,P,My,Mz,Width,Depth,D_rebar,w_g,d_g,numRebars,As_total,h,fc
74,-0.3031130763708067,0.175979241320025,0.507056,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
75,-0.3031130763708067,0.3341336092381056,0.392323,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
76,-0.3031130763708067,0.0269960176971183,0.545656,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
77,-0.3031130763708067,0.4000730809001048,0.263143,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
78,-0.3031130763708067,0.3677629991608168,0.331837,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
79,-0.3031130763708067,0.30519622870855,0.419154,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
80,-0.3031130763708067,0.2448202503036419,0.462731,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
81,-0.3031130763708067,0.4471688249668362,0.101054,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
82,-0.3031130763708067,0.2139278791417671,0.483124,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
83,-0.3031130763708067,0.1214353242782669,0.530683,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
84,-0.3031130763708067,0.2924239440794879,0.428793,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
85,-0.3031130763708067,0.1770052333118774,0.506118,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
86,-0.3031130763708067,0.2681825876995587,0.4466,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
87,-0.3031130763708067,0.1054899321581015,0.534762,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
88,-0.3031130763708067,0.2423369673267513,0.464571,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
89,-0.3031130763708067,0.1228683132575657,0.530316,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
90,-0.3031130763708067,0.4440947510243169,0.123838,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
91,-0.3031130763708067,0.3882029019440681,0.288352,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
92,-0.3031130763708067,0.450855,0.0335599,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
93,-0.45466961455621,0.4549840976665333,0.193136,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
94,-0.45466961455621,0.4457629441352157,0.216385,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
95,-0.45466961455621,0.0488063817518081,0.580842,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
96,-0.45466961455621,0.0249779748625537,0.583709,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
97,-0.45466961455621,0.2488925273763468,0.490682,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
98,-0.45466961455621,0.159087297865587,0.546652,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
99,-0.45466961455621,0.2172433843661106,0.511582,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
100,-0.45466961455621,0.3796520367605288,0.357741,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
101,-0.45466961455621,0.1526339950456217,0.550529,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
102,-0.45466961455621,0.3522349702158935,0.407078,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
103,-0.45466961455621,0.4130757887101525,0.290321,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
104,-0.45466961455621,0.3731991669661188,0.369568,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
105,-0.45466961455621,0.46245489472393,0.171609,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
106,-0.45466961455621,0.1517448888306803,0.550932,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
107,-0.45466961455621,0.0417014208194969,0.581763,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
108,-0.45466961455621,0.1444199678618254,0.555075,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
109,-0.45466961455621,0.2015113263872066,0.521406,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
110,-0.45466961455621,0.0655899920252353,0.578408,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
111,-0.45466961455621,0.2003936120743055,0.521975,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
112,-0.45466961455621,0.4160039343511454,0.283402,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
113,-0.45466961455621,0.384738821586805,0.3479,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
114,-0.45466961455621,0.0807362830658253,0.575296,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
115,-0.45466961455621,0.0828967402150526,0.574795,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
116,-0.45466961455621,0.0024552091625809,0.584314,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
117,-0.45466961455621,0.0140382713166148,0.584092,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
118,-0.45466961455621,0.2988029114627092,0.455053,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
119,-0.45466961455621,0.400445353813504,0.316423,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
120,-0.45466961455621,0.1372821821378781,0.559081,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
121,-0.45466961455621,0.3522657824383008,0.407034,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
122,-0.45466961455621,0.0028794107911795,0.584304,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
123,-0.45466961455621,0.482168,0.0145936,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
124,-0.6062261527416134,0.332079943634878,0.458635,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
125,-0.6062261527416134,0.4045228268649886,0.357745,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
126,-0.6062261527416134,0.0045988249894673,0.62212,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
127,-0.6062261527416134,0.0372697586546251,0.617549,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
128,-0.6062261527416134,0.4870473327585456,0.171663,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
129,-0.6062261527416134,0.1835641603528728,0.561691,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
130,-0.6062261527416134,0.224798993482758,0.536462,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
131,-0.6062261527416134,0.3658918650321211,0.418907,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
132,-0.6062261527416134,0.2022985318364406,0.550324,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
133,-0.6062261527416134,0.1992913123157411,0.552267,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
134,-0.6062261527416134,0.2106825898104699,0.54518,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
135,-0.6062261527416134,0.0959137373750736,0.605146,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
136,-0.6062261527416134,0.2300630729403835,0.533199,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
137,-0.6062261527416134,0.1848742229510598,0.561047,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
138,-0.6062261527416134,0.4208318318997098,0.325429,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
139,-0.6062261527416134,0.117296789038439,0.598431,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
140,-0.6062261527416134,0.3432888425602056,0.446558,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
141,-0.6062261527416134,0.1981139197507005,0.552859,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
142,-0.6062261527416134,0.025352287755135,0.619248,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
143,-0.6062261527416134,0.2123051603297695,0.544335,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
144,-0.6062261527416134,0.5035692094344936,0.105983,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
145,-0.6062261527416134,0.4784768616429185,0.194458,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
146,-0.6062261527416134,0.3321157816999882,0.458609,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
147,-0.6062261527416134,0.3757692531944341,0.407243,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
148,-0.6062261527416134,0.1121341660211653,0.600118,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
149,-0.6062261527416134,0.4271987664815433,0.312493,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
150,-0.6062261527416134,0.2412508770275838,0.525835,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
151,-0.6062261527416134,0.4268624340832818,0.313111,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
152,-0.6062261527416134,0.2231054259969761,0.537785,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
153,-0.6062261527416134,0.4057186806556954,0.355755,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
154,-0.6062261527416134,0.513582,0.0299508,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
155,-0.7577826909270168,0.5029696099210987,0.191632,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
156,-0.7577826909270168,0.3181726091570223,0.4994,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
157,-0.7577826909270168,0.3605395081944578,0.452458,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
158,-0.7577826909270168,0.4771591148048604,0.254374,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
159,-0.7577826909270168,0.0572211419554345,0.647068,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
160,-0.7577826909270168,0.0207366605570279,0.653808,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
161,-0.7577826909270168,0.5128299334029192,0.165664,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
162,-0.7577826909270168,0.25169196485461,0.548277,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
163,-0.7577826909270168,0.238631897226803,0.556644,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
164,-0.7577826909270168,0.530171379987894,0.106974,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
165,-0.7577826909270168,0.1865775715389364,0.588179,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
166,-0.7577826909270168,0.3377668746624671,0.477961,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
167,-0.7577826909270168,0.1424732700992786,0.61299,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
168,-0.7577826909270168,0.0613744790704522,0.646108,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
169,-0.7577826909270168,0.0862935144400658,0.639597,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
170,-0.7577826909270168,0.2621285094395678,0.541224,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
171,-0.7577826909270168,0.4550643319032024,0.304654,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
172,-0.7577826909270168,0.4876713107001544,0.2287,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
173,-0.7577826909270168,0.4554840730801254,0.303851,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
174,-0.7577826909270168,0.2173566470701675,0.570144,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
175,-0.7577826909270168,0.0093632074872468,0.655188,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
176,-0.7577826909270168,0.2115865190965119,0.573574,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
177,-0.7577826909270168,0.4216346137371594,0.37063,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
178,-0.7577826909270168,0.1953972145507864,0.58304,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
179,-0.7577826909270168,0.2234718885167336,0.566095,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
180,-0.7577826909270168,0.3570712729616884,0.455782,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
181,-0.7577826909270168,0.0446342961383901,0.649725,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
182,-0.7577826909270168,0.2737521472448794,0.532898,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
183,-0.7577826909270168,0.4038272659471,0.399473,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
184,-0.7577826909270168,0.0530331725115399,0.647938,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
185,-0.7577826909270168,0.543293,0.00759544,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
186,-0.90933922911242,0.4454353622527487,0.370582,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
187,-0.90933922911242,0.2705619833601773,0.563569,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
188,-0.90933922911242,0.5616622654009614,0.0752339,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
189,-0.90933922911242,0.5586135845042246,0.0922175,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
190,-0.90933922911242,0.1952579559076019,0.610853,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
191,-0.90933922911242,0.041865919774811,0.681774,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
192,-0.90933922911242,0.3187831480564779,0.526662,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
193,-0.90933922911242,0.0958640075583087,0.664181,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
194,-0.90933922911242,0.0526473684103767,0.679639,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
195,-0.90933922911242,0.3275962396697042,0.51671,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
196,-0.90933922911242,0.3698333878240204,0.46716,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
197,-0.90933922911242,0.3352170429505044,0.507794,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
198,-0.90933922911242,0.5226228004787602,0.199823,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
199,-0.90933922911242,0.368490535198228,0.468459,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
200,-0.90933922911242,0.3860097481405222,0.447409,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
201,-0.90933922911242,0.5510634648088439,0.122579,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
202,-0.90933922911242,0.4678682909500303,0.326238,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
203,-0.90933922911242,0.5336335156827949,0.169383,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
204,-0.90933922911242,0.1569252827666512,0.632374,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
205,-0.90933922911242,0.5301135597518108,0.179279,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
206,-0.90933922911242,0.0036255280380447,0.687616,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
207,-0.90933922911242,0.1509988121245095,0.635862,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
208,-0.90933922911242,0.4616334890221661,0.338833,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
209,-0.90933922911242,0.5544833811913044,0.111307,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
210,-0.90933922911242,0.4174911509361032,0.409103,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
211,-0.90933922911242,0.4418035875285596,0.376474,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
212,-0.90933922911242,0.173165395500633,0.623598,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
213,-0.90933922911242,0.1675090566349158,0.626681,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
214,-0.90933922911242,0.2620690991024745,0.569219,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
215,-0.90933922911242,0.56281351305078,0.0678871,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
216,-1.0608957672978234,0.1558111192619122,0.65957,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
217,-1.0608957672978234,0.4935681920177288,0.320125,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
218,-1.0608957672978234,0.0715721672670797,0.701853,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
219,-1.0608957672978234,0.4823477615334828,0.342212,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
220,-1.0608957672978234,0.1098955489748588,0.683141,0.55,0.65,0.025,3.0,3.0,8,0.0039269908169872,4.0,-30
