P,My,Mz,Width,Depth,D_rebar,w_g,d_g,numRebars,As_total,h,fc
-0.3311886591827343,0.35573753985402007,0.812159,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.3311886591827343,0.5549769386851575,0.363445,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.3311886591827343,0.1469403351730127,1.07438,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.3311886591827343,0.17881598879451963,1.05739,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.3311886591827343,0.06288880033880387,1.09853,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.3311886591827343,0.4958579116414065,0.521456,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.3311886591827343,0.46086043249124686,0.600892,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.3311886591827343,0.07341270824227583,1.09715,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.3311886591827343,0.639609,0.0293177,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.1874404731652252,1.07945,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.5177416124247155,0.495051,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.577077923637374,0.313242,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.28297091472133756,0.948225,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.19466140050768627,1.07393,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.6121987363535185,0.199388,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.3533593779188825,0.831685,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.5718656327554366,0.333465,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.09980199877924988,1.12461,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.13380905662192225,1.11147,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.41934019921534177,0.694573,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.4766043432291518,0.574874,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.08664669902931241,1.12869,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.22748214560610683,1.03461,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.01551850023793257,1.13832,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.08409068252083228,1.12928,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.6035893204530977,0.227515,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.32442190642820967,0.884782,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.1370337432541082,1.10982,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.0458273813379034,1.13651,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.04531755117615349,1.13655,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.3440388558764931,0.844088,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.19105692336533558,1.07672,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.5719579060960193,0.333266,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.0724643747587198,1.13198,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.4903416721430967,0.545174,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.5657303697021189,0.355527,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.2096298030719115,1.06176,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.45465903834524773,0.625616,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.4967829887741015,0.650009,0.0203225,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.4050066619799166,0.739999,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.4886546817507077,0.563068,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.18807447401689456,1.10476,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.2891084348959038,0.958333,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.21190980230291165,1.07797,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.0875383646810776,1.16104,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.49175941474804497,0.558498,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.1076494113965568,1.15336,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.2643597049583649,0.996287,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.5948319956327033,0.289169,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.2692099851117121,0.990756,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.6300073988046085,0.164628,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.40736700580801743,0.727354,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.4764757381675316,0.590601,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.27597062404390077,0.978301,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.18155812828537327,1.11011,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.10848725962056847,1.15313,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.14073839476957667,1.13699,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.17933601204593613,1.11219,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.38548657964810973,0.776225,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.21272450511698568,1.0771,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.583288098123742,0.322133,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.5144063426464032,0.505513,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.11065609147151621,1.15219,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.6339113202442442,0.155921,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.43001319933117194,0.686064,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.5247513106947049,0.489894,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.04787891980134177,1.17149,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.3014606513420051,0.939107,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.6623773183654686,0.660196,0.020524,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.3143675740137111,0.924365,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.603956841924778,0.280865,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.15072352288620583,1.15714,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.02417557299501918,1.21017,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.532086722682209,0.483934,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.15779299324639445,1.15236,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.3480130519764359,0.861429,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.399323999209112,0.754431,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.47004643407046126,0.615525,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.16371130987896437,1.14839,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.1862680832582516,1.13097,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.47268202331625603,0.611626,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.03344511646467341,1.20817,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.190631055217529,1.1215,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.0652650483511412,1.19935,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.2827114366079888,0.987207,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.2550882435396634,1.02803,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.14492080488531545,1.16093,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.03465824170696064,1.2079,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.06702707694863061,1.19864,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.6578186466662885,0.086509,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.3917775568625839,0.774141,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.2544038780227018,1.0288,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.4591430841460512,0.640929,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.6111980814396272,0.256172,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.03201829614980653,1.20849,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.009222078677608547,1.21253,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.4982157723589698,0.554553,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.5990798508574868,0.300849,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.8279716479568358,0.670083,0.010708,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.3235392450588364,0.918496,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.47047804327862797,0.620649,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.38146697799874285,0.803993,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.1356559663483558,1.19124,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.07936459224467415,1.22227,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.6578631843004045,0.118414,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.2152667765917056,1.10146,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.13069194087501182,1.1943,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.009387207111524538,1.24593,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.35465845699504905,0.85887,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.4268190160648257,0.712553,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.6065777713714127,0.295293,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.38928704136655484,0.793205,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.5628067015164097,0.43134,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.5417539732543132,0.474079,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.24143849272233664,1.0636,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.21258923476641892,1.10431,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.0679104689038137,1.22743,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.0662374871110353,1.22818,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.2956241723850196,0.973009,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.08089327571832318,1.22174,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.017254026901559326,1.24417,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.3048089685821941,0.952049,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.17610527601166168,1.15517,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.44859942038145234,0.671639,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.3200292891416045,0.923087,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.3266928738898503,0.914357,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.16571327100545272,1.1696,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.5422921754796186,0.473241,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-0.993565977548203,0.679623,0.0103284,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.42850327063316335,0.725211,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.06115800253143377,1.25765,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.3404798866275611,0.892937,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.4670241059049777,0.640796,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.31359597143453055,0.946369,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.2379688739563385,1.08255,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.4070307095455874,0.765136,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.5081762958074697,0.559523,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.6605062001911902,0.131582,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.05940223869713655,1.2585,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.03275364638217781,1.26954,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.580588793413356,0.397598,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.12969251265796183,1.21751,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.6727502502085967,0.057557,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.3580903217995603,0.860237,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.48597223951891866,0.602959,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.6517796125383696,0.170704,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.58193843310512,0.395437,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.670084793215883,0.0769234,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.6340894961342102,0.227755,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.12358381440479783,1.22155,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.1321308909437188,1.2161,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.14577403173863565,1.20562,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.19874502978583247,1.13615,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.6094533311794148,0.30933,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
