P,My,Mz,Width,Depth,D_rebar,w_g,d_g,numRebars,As_total,h,fc
-1.1591603071395702,0.2358865878378533,1.08481,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.06400149414962164,1.2564,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.6135257101580313,0.290659,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.33656894586866304,0.907198,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.1591603071395702,0.684236,0.0713768,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.05103081234342473,1.2885,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.26199450181835393,1.05207,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.5962186104367162,0.369835,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.2651612223055258,1.04792,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.4737656788851353,0.645279,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.48086149106921067,0.625312,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.022896674055839093,1.29956,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.3904157107830198,0.812401,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.024455888813269603,1.299,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.40886373382455565,0.777349,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.5808973504860514,0.406694,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.6399367143189573,0.229429,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.3638912098865501,0.858096,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.3233953977240444,0.939012,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.27159306733314953,1.03164,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.015276582259963655,1.30206,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.40554922349110933,0.782071,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.09405558219067603,1.26359,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.4806198378143585,0.625684,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.11250315866339838,1.25092,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.24015537097806183,1.08625,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.5137198638673119,0.555826,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.2048067370002006,1.14119,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.23598084726695673,1.09154,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.2677164247066852,1.03637,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.22455482348631065,1.11228,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.2712993986285105,1.032,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.5510172186597612,0.477815,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.47293079824052064,0.646542,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.3247546367309373,0.68455,0.13753,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.4928326790131412,0.607465,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.3049241361193518,0.98557,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.5159306014444927,0.561884,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.08925713976734047,1.2878,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.10570561811185274,1.27571,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.4026696009814789,0.791633,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.16004679825277265,1.2101,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.6195476556705766,0.292104,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.5661953152801221,0.429559,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.254052262059535,1.07106,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.12294039246686281,1.25878,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.4269957715007792,0.747435,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.02985083377532881,1.32074,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.423974878993266,0.751844,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.2809633949476476,1.02406,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.6545804908076418,0.178981,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.29189207374990467,1.00185,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.6328615777582643,0.258572,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.05426854491826579,1.30978,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.0003246040513160028,1.32675,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.42263953380777725,0.75379,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.16433413608651876,1.20545,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.5858004691920116,0.387424,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.6060197399441569,0.326427,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.14046609558731088,1.23404,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.040540241500674604,1.31603,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.5585151227584624,0.456803,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.5140556698894317,0.564159,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.4418847130465785,0.716549,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.4903489663223044,0.684918,0.198991,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.5337344851015764,0.510248,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.24632051558805867,1.08312,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.638627075501631,0.236497,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.028277223943516214,1.34261,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.42271382382393136,0.765584,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.22604980332237548,1.11443,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.33675174609389663,0.931087,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.4936414080522112,0.612033,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.6742737792065052,0.0779194,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.13794409449632106,1.24628,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.20875462929538474,1.14189,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.5853214229918282,0.392544,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.23402275717220397,1.10461,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.39220735134400586,0.829095,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.27639934035358044,1.03846,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.45291842019431827,0.695835,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.143438908089366,1.24056,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.3866717426945161,0.836835,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.03335590774622227,1.34002,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.3201861839901929,0.961425,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.45459790861643573,0.69381,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.6070609902656383,0.329494,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.6747674608586445,0.058422,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.2607740052737462,1.05866,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.21767604032587032,1.13088,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.584497827817582,0.393574,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.5043595842297465,0.58169,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.20215788167905205,1.15619,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.5126485613582574,0.553942,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.6559432959136715,0.685854,0.233077,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.10800420545229322,1.29236,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.1496279111455507,1.23788,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.36248551900432974,0.891011,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.12469816592166061,1.27225,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.1048905836093252,1.29903,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.3848369933446747,0.849071,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.08849314120428052,1.3188,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.6126440814222862,0.308343,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.6828868260642575,0.0189695,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.09088504563071728,1.31645,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.25748773527091534,1.07066,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.44383267088838146,0.712588,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.39339718452834593,0.822719,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.20392866640121207,1.15499,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.013891675525923425,1.36226,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.4117052324483014,0.784574,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.5502343619551768,0.47691,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.07543169890256674,1.33307,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.07140410947920328,1.33575,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.3793599121367935,0.855355,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.678525964642574,0.0387633,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.6250525309475212,0.274349,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.4511073180710961,0.703739,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.1542409290830512,1.23257,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.6269196949696775,0.271982,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.35547119258053544,0.898935,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.3800346321317342,0.854584,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.09695726025363204,1.30685,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.6304218921541529,0.267541,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.8215376255050388,0.686001,0.275402,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.27387579733844264,1.0453,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.04353237898124189,1.36651,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.6184298722927912,0.286775,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.007136251035760222,1.37675,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.4680879872495679,0.654601,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.16390526152350637,1.22128,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.5573417650513607,0.454731,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.2635895145993787,1.0641,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.5017076726808717,0.578056,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.4471165890456274,0.714236,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.3236502547549878,0.96763,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.5825389925461179,0.386878,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.5976094287008963,0.349408,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.1019036440187906,1.30987,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.4838925177258118,0.617902,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.5510682474738623,0.462739,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.6846157084320493,0.300077,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.30010926718886655,1.00552,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.06335454649215155,1.35381,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.04488673416084782,1.36588,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.57979313486434,0.390452,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.665328064583455,0.140192,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.37571890693619425,0.865392,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.18201727225236758,1.18746,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.6800201799548325,0.0397639,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.061405195285599526,1.35551,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.3779721710707216,0.862791,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.22573954405017385,1.12309,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.030671258769405373,1.37261,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-1.987131955096406,0.686003,0.289513,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.6309331306947182,0.255688,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.06013244701346342,1.35759,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.16473826275665962,1.21948,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.0822463483517518,1.33535,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.23694971997633782,1.10955,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.5742924499830383,0.401665,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.43257944204447274,0.737373,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.37832686421896494,0.851606,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.515788248970337,0.54775,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.614982875847891,0.294767,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.6268301504105671,0.260979,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.45491337340776394,0.693063,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.6153501287166275,0.294294,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.25145814215666334,1.08581,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.6496946031442815,0.212903,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.051308564227997046,1.36812,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.18739242745913184,1.18088,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.6150117969472341,0.29473,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.31706078695748485,0.964653,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.3957270218596207,0.814787,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.2094300674389909,1.14872,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.4500280013061099,0.699188,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.6241320157417293,0.282929,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.6506129276514244,0.211719,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.4750049115650642,0.634217,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.15683679298864786,1.22847,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.2861189589403158,1.0242,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.26181497143431554,1.06352,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.3379183706339015,0.927806,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.1527262846877733,0.685815,0.303874,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.6785895296040296,0.0595448,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.4662829034410313,0.666898,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.49882954063008517,0.591296,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.07266058251908254,1.34262,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.35890610826403785,0.879166,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.41162711042037037,0.784476,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.05735916857133256,1.36218,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.6209304674011253,0.271848,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.02564542525469668,1.39022,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.5068836833137396,0.563875,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.4466706806765713,0.708236,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.6712345273302055,0.101541,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.11305672282587233,1.29277,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.39380012589410796,0.822254,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.11336411119398895,1.29247,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.33961126538607783,0.914747,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.505528140346938,0.565637,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.3208401604732854,0.94901,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.549265121533354,0.456207,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.4832807420450271,0.628219,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.5057222960193889,0.565385,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.33604877085347334,0.930561,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.4282742025493648,0.747757,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.5982491445470051,0.338256,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.6363323910652424,0.233419,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.41405784087224123,0.781518,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.4259815859312117,0.750592,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.29839790507620173,0.998584,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.4479390979111492,0.706646,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.3183206142791404,0.686143,0.309318,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.312048735522082,0.959573,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.22517539310565124,1.11471,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.3763764880376253,0.846025,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.1949898603594594,1.15793,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.2615583061083072,1.05195,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.20062810293189282,1.15207,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.39744231026717936,0.806354,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.39450413538685647,0.80989,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.21978674880763047,1.12047,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.21599943690243556,1.12444,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.684153462406092,0.329078,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.5806167714747099,0.382868,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.29119797399430436,0.995431,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.4868715031143729,0.611149,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.11775099186372802,1.2833,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.12031717042349081,1.28077,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.3598621299205561,0.878396,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
-2.4839149438705075,0.647280028817253,0.186028,0.45,0.6,0.04,4.0,2,8,0.010053096491487338,3.0,-30
